qid,occurrence,label,description,instance_of,uri
Q27506218,1,Pieter van  Cuyck (I),,Q5,http://wikidata.org/entity/Q27506218
Q3303330,2,calligrapher,artist who practices calligraphy,Q28640,http://wikidata.org/entity/Q3303330
Q16017,2,Zweibrücken,"town in Rhineland-Palatinate, Germany",Q42744322,http://wikidata.org/entity/Q16017
Q496066,1,Revel,"commune in Haute-Garonne, France",Q484170,http://wikidata.org/entity/Q496066
Q63323570,1,Pieter van der  Plas (II),Dutch painter (1655-1708),Q5,http://wikidata.org/entity/Q63323570
Q58101479,1,Judith Zinspenning,,Q5,http://wikidata.org/entity/Q58101479
Q4775439,2,Antoine Bouzonnet-Stella,French painter (1637–1682),Q5,http://wikidata.org/entity/Q4775439
Q195634,1,Caux,"commune in Hérault, France",Q484170,http://wikidata.org/entity/Q195634
Q59331665,1,Jean-François Lépine,18th century French organ builder,Q5,http://wikidata.org/entity/Q59331665
Q15962457,1,Maria Margaretha la Fargue,painter from the Northern Netherlands (1738–1813),Q5,http://wikidata.org/entity/Q15962457
Q15962459,1,Karel la Fargue,painter from the Northern Netherlands (1738–1793),Q5,http://wikidata.org/entity/Q15962459
Q15962460,1,Jacob Elias la Fargue,painter from the Northern Netherlands (1735–1778),Q5,http://wikidata.org/entity/Q15962460
Q15962455,1,Isaac Lodewijk la Fargue van Nieuwland,painter from the Northern Netherlands (1726–1805),Q5,http://wikidata.org/entity/Q15962455
Q461413,1,Pont-à-Mousson,"commune in Meurthe-et-Moselle, France",Q484170,http://wikidata.org/entity/Q461413
Q20171745,1,Augustin Heinrich Fasch,botanist (1639-1690),Q5,http://wikidata.org/entity/Q20171745
Q56006731,1,Friedrich Hoffmann,German physician and physicist (1626-1675),Q5,http://wikidata.org/entity/Q56006731
Q702524,2,University of Erfurt,"public university in Thuringia, Germany",Q3918,http://wikidata.org/entity/Q702524
Q1018197,1,Eresos,village on the Greek island of Lesbos,Q486972,http://wikidata.org/entity/Q1018197
Q194414,2,peripatetic school,school of philosophy in Ancient Greece,Q2915955,http://wikidata.org/entity/Q194414
Q130287971,1,François de Bourdeilles,,Q5,http://wikidata.org/entity/Q130287971
Q80001103,1,Perpetua of Hippo,sister Augustine of Hippo and abbess,Q5,http://wikidata.org/entity/Q80001103
Q113558212,1,Navigius of Hippo,brother of Augustine of Hippo,Q5,http://wikidata.org/entity/Q113558212
Q1324444,1,Thagaste,ancient city,Q15661340,http://wikidata.org/entity/Q1324444
Q27381,2,North Africa,northernmost region of the African continent,Q82794,http://wikidata.org/entity/Q27381
Q858024,1,Hippo Regius,"ancient name for the modern city of Annaba, Algeria",Q839954,http://wikidata.org/entity/Q858024
Q108838549,1,Patricius,father of Augustine of Hippo,Q5,http://wikidata.org/entity/Q108838549
Q234689,1,Monica of Hippo,Christian saint; mother of St. Augustine,Q5,http://wikidata.org/entity/Q234689
Q108308379,1,Heraclius of Hippo,bishop of Hippo,Q5,http://wikidata.org/entity/Q108308379
Q43689,1,Ambrose,Roman theologian and Bishop of Milan (c. 340–397),Q5,http://wikidata.org/entity/Q43689
Q113957666,1,Valerii Catulli,branch of the gens Valeria,Q104258569,http://wikidata.org/entity/Q113957666
Q614510,1,Gabii,"ancient city of Latium, located 18 km (11 mi) due east of Rome along the Via Praenestina",Q15661340,http://wikidata.org/entity/Q614510
Q545343,1,Florens Radewyns,Dutch priest and scholar,Q5,http://wikidata.org/entity/Q545343
Q467242,1,Geert Groote,Dutch humanist and mystic (1340-1384),Q5,http://wikidata.org/entity/Q467242
Q6072938,1,Perses,Hesiod's brother,Q5,http://wikidata.org/entity/Q6072938
Q679305,2,Cyme,"ancient city of Ionia, in modern-day Turkey",Q486972,http://wikidata.org/entity/Q679305
Q936920,2,Ascra,ancient city-state of Boeotia,Q148837,http://wikidata.org/entity/Q936920
Q42307600,1,Megara,ancient Greek city-state,Q148837,http://wikidata.org/entity/Q42307600
Q1457477,1,Megara Hyblaea,city of ancient Sicily and Italian archaeological site,Q839954,http://wikidata.org/entity/Q1457477
Q208742,1,Peloponnesian League,military alliance in Ancient Greece,Q1778834,http://wikidata.org/entity/Q208742
Q739812,1,Philetas of Cos,ancient Greek scholar and poet,Q5,http://wikidata.org/entity/Q739812
Q4420718,2,Syracuse,city of ancient Sicily,Q839954,http://wikidata.org/entity/Q4420718
Q187027,1,Kos,Greek island,Q23442,http://wikidata.org/entity/Q187027
Q2320005,1,Ptolemaic Kingdom,Hellenistic kingdom in ancient Egypt (305–30 BCE),Q3932025,http://wikidata.org/entity/Q2320005
Q463364,1,Bion of Smyrna,1st century BC Greek bucolic poet,Q5,http://wikidata.org/entity/Q463364
Q2481551,1,Arnoldus Senguerdius,"Dutch philosopher, professor of philosophy, librarian and author (1610-1667/68)",Q5,http://wikidata.org/entity/Q2481551
Q834727,3,Melchior Volmar,German philologist,Q5,http://wikidata.org/entity/Q834727
Q49831,1,Noyon,"commune in Oise, France",Q484170,http://wikidata.org/entity/Q49831
Q2983796,1,Collège de la Marche,,Q1459186,http://wikidata.org/entity/Q2983796
Q2983781,2,Collège de Montaigu,constituent college of the Faculty of Arts of the University of Paris,Q1459186,http://wikidata.org/entity/Q2983781
Q2495994,2,University of Bourges,university in France,Q3918,http://wikidata.org/entity/Q2495994
Q13334,3,University of Orléans,French university in Orléans created in 1966,Q3551775,http://wikidata.org/entity/Q13334
Q23047,2,Cahors,"commune in Lot, France",Q484170,http://wikidata.org/entity/Q23047
Q377324,1,Jean Marot,French poet,Q5,http://wikidata.org/entity/Q377324
Q4988856,1,Hebraist,someone who deals with Hebrew studies,Q28640,http://wikidata.org/entity/Q4988856
Q279681,1,Thouars,"commune in Deux-Sèvres, France",Q484170,http://wikidata.org/entity/Q279681
Q658975,6,University of Lausanne,"university located in Lausanne, Switzerland",Q875538,http://wikidata.org/entity/Q658975
Q645663,5,University of Pisa,Italian public research university located in Pisa,Q875538,http://wikidata.org/entity/Q645663
Q9898,3,Amstelveen,"town and municipality in North Holland, the Netherlands",Q2039348,http://wikidata.org/entity/Q9898
Q213288,2,Montbrison,"commune in Loire, France",Q484170,http://wikidata.org/entity/Q213288
Q135985181,1,,,Q5,http://wikidata.org/entity/Q135985181
Q135985182,1,,,Q5,http://wikidata.org/entity/Q135985182
Q110939296,1,Pieter van Winter,21 Sep 1689 Amsterdam - 31 May 1776 Amsterdam,Q5,http://wikidata.org/entity/Q110939296
Q110939303,1,Elisabeth van Leeuwarden,21 Oct 1694 Amsterdam - 14 Mar 1746 Amsterdam,Q5,http://wikidata.org/entity/Q110939303
Q899030,2,Brasenose College,college of the University of Oxford,Q2581649,http://wikidata.org/entity/Q899030
Q96083373,1,Elizabeth Evelyn,(1614-1634),Q5,http://wikidata.org/entity/Q96083373
Q5539052,1,George Evelyn,English politician; (1617-1699),Q5,http://wikidata.org/entity/Q5539052
Q96083366,1,Jane Evelyn,(1616-1651),Q5,http://wikidata.org/entity/Q96083366
Q3140857,2,horticulturist,"person who works and conducts research in the science and art of growing flowers, fruits, vegetables or ornamental plants",Q28640,http://wikidata.org/entity/Q3140857
Q758780,1,gardener,person who tends gardens,Q12737077,http://wikidata.org/entity/Q758780
Q18939491,4,diarist,person who writes a personal journal,Q12737077,http://wikidata.org/entity/Q18939491
Q2656219,1,Wotton,"village and civil parish in Surrey, England, UK",Q1115575,http://wikidata.org/entity/Q2656219
Q76022928,1,Richard Evelyn,(1590-1640),Q5,http://wikidata.org/entity/Q76022928
Q76022929,1,Eleanor Stansfield,(1599-1635),Q5,http://wikidata.org/entity/Q76022929
Q716347,1,"Francis Godolphin, 2nd Earl of Godolphin",British politician (1678-1766),Q5,http://wikidata.org/entity/Q716347
Q6536131,1,Lewes Old Grammar School,"school in East Sussex, UK",Q3914,http://wikidata.org/entity/Q6536131
Q824501,2,Van Haren,"Dutch noble family (for surname, see Q55636934)",Q13417114,http://wikidata.org/entity/Q824501
Q2658339,1,Sulpicius Apollinaris,Roman grammarian,Q5,http://wikidata.org/entity/Q2658339
Q66421127,1,Aulus Gellius Celer,ancient Roman navy prefect,Q5,http://wikidata.org/entity/Q66421127
Q9997,1,Borne,municipality and village in the Netherlands,Q532,http://wikidata.org/entity/Q9997
Q26692689,1,Jan Jansz,,Q5,http://wikidata.org/entity/Q26692689
Q47458979,1,Johannes Janssonius van Waesberge I,"Dutch printer, publisher and bookseller (1616–1681)",Q5,http://wikidata.org/entity/Q47458979
Q114735574,1,Antonius Joannes van Schaik,,Q5,http://wikidata.org/entity/Q114735574
Q1622189,1,Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg,,Q1365560,http://wikidata.org/entity/Q1622189
Q6031761,1,Gabriel Oxenstierna,10 Oct 1642 Stckholm - 28 Feb 1707,Q5,http://wikidata.org/entity/Q6031761
Q19838180,1,Ture Oxenstierna,"Swedish count, colonel and county governor",Q5,http://wikidata.org/entity/Q19838180
Q2834170,1,Alexander of Cotiaeum,Greek grammarian,Q5,http://wikidata.org/entity/Q2834170
Q311879,1,Herodes Atticus,Greek sophist and Roman senator (101–177),Q5,http://wikidata.org/entity/Q311879
Q317055,1,Marcus Cornelius Fronto,2nd century Roman rhetorician and advocate,Q5,http://wikidata.org/entity/Q317055
Q18999,1,Junius Rusticus,Stoic philosopher (100-170),Q5,http://wikidata.org/entity/Q18999
Q717647,1,Gnaeus Claudius Severus Arabianus,2nd century Roman senator and philosopher,Q5,http://wikidata.org/entity/Q717647
Q1284248,1,Annia Cornificia Faustina,sister of Roman emperor Marcus Aurelius,Q5,http://wikidata.org/entity/Q1284248
Q1292169,1,Marcus Annius Verus,father of Marcus Aurelius,Q5,http://wikidata.org/entity/Q1292169
Q1429,1,Antoninus Pius,15th Roman Emperor (138–161),Q5,http://wikidata.org/entity/Q1429
Q1815905,1,Calvisia Domitia Lucilla,mother of Roman emperor Marcus Aurelius,Q5,http://wikidata.org/entity/Q1815905
Q111205705,1,Malemnius,supposed king of the Sallentini during the reign of Numa Pompilius,Q21070568,http://wikidata.org/entity/Q111205705
Q3291176,1,Antonines,part of the Nerva–Antonine dynasty,Q164950,http://wikidata.org/entity/Q3291176
Q11907287,1,Aurelies,line of the gens Aurelia which the emperors Antoninus Pius and Marcus Aurelius were part of,Q1642895,http://wikidata.org/entity/Q11907287
Q3202662,1,Nerva–Antonine dynasty,dynasty of Roman Emperors,Q164950,http://wikidata.org/entity/Q3202662
Q11936307,1,Madauros,ancient Roman city in Algeria,Q839954,http://wikidata.org/entity/Q11936307
Q6548,7,Orléans,"large city and commune in Loiret, Centre-Val de Loire, France",Q484170,http://wikidata.org/entity/Q6548
Q163795,5,Valenciennes,"French commune in Nord, Hauts-de-France",Q484170,http://wikidata.org/entity/Q163795
Q2743448,2,Julia Major,eldest sister of Julius Caesar,Q5,http://wikidata.org/entity/Q2743448
Q241143,2,Julia Minor,"sister of Julius Caesar, and grandmother of Augustus",Q5,http://wikidata.org/entity/Q241143
Q11774156,5,memoirist,type of autobiographer,Q28640,http://wikidata.org/entity/Q11774156
Q1097498,6,ruler,person who reigns over a certain region or country,Q4164871,http://wikidata.org/entity/Q1097498
Q314710,2,Gaius Julius Caesar,Roman senator and father of Julius Caesar (c.140 BC - 85 BC),Q5,http://wikidata.org/entity/Q314710
Q232725,2,Aurelia,mother of Julius Caesar,Q5,http://wikidata.org/entity/Q232725
Q255870,2,Julia,wife of Gaius Marius,Q5,http://wikidata.org/entity/Q255870
Q231696,2,Atia,mother of Roman emperor Augustus,Q5,http://wikidata.org/entity/Q231696
Q127420850,2,Suena,folklore character who was the wife of Silvius Brabo and niece of Julius Caesar,Q25810847,http://wikidata.org/entity/Q127420850
Q3268376,2,Julii Caesares,patrician branch of the gens Julia,Q104258569,http://wikidata.org/entity/Q3268376
Q192841,2,Julio-Claudian dynasty,"Roman imperial dynasty consisting of the first five emperors: Augustus, Tiberius, Caligula, Claudius and Nero",Q164950,http://wikidata.org/entity/Q192841
Q20101028,1,Magius Celer Velleianus,,Q5,http://wikidata.org/entity/Q20101028
Q55054,1,Mirabella Eclano,Italian comune,Q747074,http://wikidata.org/entity/Q55054
Q128716,1,Sarzeau,"commune in Morbihan, France",Q484170,http://wikidata.org/entity/Q128716
Q7928931,1,Vigilantia,sister of Byzantine emperor Justinian I,Q5,http://wikidata.org/entity/Q7928931
Q4175034,1,legislator,member of a legislature,Q12737077,http://wikidata.org/entity/Q4175034
Q119611049,1,Taurision (Serbia),,,http://wikidata.org/entity/Q119611049
Q16869,1,Constantinople,"capital of the Eastern Roman, Latin and Ottoman Empires, currently Istanbul, Turkey",Q515,http://wikidata.org/entity/Q16869
Q12544,2,Byzantine Empire,Roman Empire during Late Antiquity and the Middle Ages,Q48349,http://wikidata.org/entity/Q12544
Q107437998,1,Vigilantia,mother of Justinian I,Q5,http://wikidata.org/entity/Q107437998
Q1133400,1,Justinian dynasty,dynasty,Q164950,http://wikidata.org/entity/Q1133400
Q578750,1,Rothbury,"town and civil parish in Northumberland, England",Q532,http://wikidata.org/entity/Q578750
Q2598,1,Watford,"town in Hertfordshire, England",Q3957,http://wikidata.org/entity/Q2598
Q623382,1,Killarney,"town in County Kerry, Ireland",Q3957,http://wikidata.org/entity/Q623382
Q163584,1,Derry,city in Northern Ireland,Q515,http://wikidata.org/entity/Q163584
Q6407035,3,Kilkenny College,"school in Kilkenny, County Kilkenny, Ireland",Q159334,http://wikidata.org/entity/Q6407035
Q1520005,1,Little Barford,"village and civil parish in Bedfordshire, UK",Q532,http://wikidata.org/entity/Q1520005
Q96087772,1,John Rowe,,Q5,http://wikidata.org/entity/Q96087772
Q96087773,1,Elizabeth Edwards,,Q5,http://wikidata.org/entity/Q96087773
Q3560910,3,Highgate School,"school in Haringey, UK",Q2418495,http://wikidata.org/entity/Q3560910
Q75399420,1,Francis Colman,British envoy to the grand duke of Tuscany,Q5,http://wikidata.org/entity/Q75399420
Q75399418,1,Mary Gumley,Peerage person ID=117881,Q5,http://wikidata.org/entity/Q75399418
Q6411536,1,King Edward VI School,"school in Staffordshire, UK",Q159334,http://wikidata.org/entity/Q6411536
Q7528204,1,Sir Joseph Williamson's Mathematical School,"school in Medway, UK",Q967098,http://wikidata.org/entity/Q7528204
Q201970,4,Shrewsbury,"county town of Shropshire, England",Q1357964,http://wikidata.org/entity/Q201970
Q146747,2,Vauxhall,"area in the London Borough of Lambeth, England",Q2755753,http://wikidata.org/entity/Q146747
Q2280221,3,Shrewsbury School,"school in Shropshire, UK",Q159334,http://wikidata.org/entity/Q2280221
Q3579035,1,travel writer,person who writes travel literature,Q28640,http://wikidata.org/entity/Q3579035
Q10498147,1,scientific explorer,"type of explorer travelling to exotic places in order to explore flora, fauna, or geology",Q12737077,http://wikidata.org/entity/Q10498147
Q12356615,1,traveler,person who travels or makes voyages,Q12737077,http://wikidata.org/entity/Q12356615
Q949530,1,Demonax,2nd century Greek philosopher,Q5,http://wikidata.org/entity/Q949530
Q1026347,1,Samosata,"ancient city of Commagene, in modern-day Turkey",Q15661340,http://wikidata.org/entity/Q1026347
Q1697394,2,Joannes Daniel Lennep,Dutch author and university professor,Q5,http://wikidata.org/entity/Q1697394
Q4966577,1,Alexis,4th century BC Athenian comic poet,Q5,http://wikidata.org/entity/Q4966577
Q13415481,1,Kephisia,ancient Athenian deme,Q672490,http://wikidata.org/entity/Q13415481
Q5494306,1,Freattyda,"neighborhood of Piraeus, Greece",Q123705,http://wikidata.org/entity/Q5494306
Q11225429,1,Thebes,ancient Greek city-state,Q148837,http://wikidata.org/entity/Q11225429
Q11160,1,Cassel,"commune in Nord, France",Q484170,http://wikidata.org/entity/Q11160
Q104712,2,Elbląg,"place in Warmian-Masurian, Poland",Q925381,http://wikidata.org/entity/Q104712
Q1031430,4,Habsburg Netherlands,polity ruled by the Habsburg House from 1482 to 1795,Q1048835,http://wikidata.org/entity/Q1031430
Q55074038,1,Giovanni Domenico Sala,,Q5,http://wikidata.org/entity/Q55074038
Q504352,1,Rasmus Bartholin,"Danish scientist, physician and grammarian (1625-1698)",Q5,http://wikidata.org/entity/Q504352
Q264593,1,Caspar Bartholin the Elder,Danish polymath (1585-1629),Q5,http://wikidata.org/entity/Q264593
Q77520,1,Thomas Fincke,Danish mathematician and physician (1561-1656),Q5,http://wikidata.org/entity/Q77520
Q49476,3,archbishop,bishop of higher rank in many Christian denominations,Q21114371,http://wikidata.org/entity/Q49476
Q676711,1,Tressan,"commune in Hérault, France",Q484170,http://wikidata.org/entity/Q676711
Q1989567,1,Château de Gaillon,"French Renaissance castle located in Gaillon, Normandy",Q751876,http://wikidata.org/entity/Q1989567
Q3606949,2,Agyrion,human settlement in Italy,Q15661340,http://wikidata.org/entity/Q3606949
Q16034211,1,Famille Morel,family,Q13417114,http://wikidata.org/entity/Q16034211
Q5506107,1,Fronto of Emesa,3rd-century Greek rhetorician,Q5,http://wikidata.org/entity/Q5506107
Q131301,1,Homs,city in western Syria,Q1549591,http://wikidata.org/entity/Q131301
Q5747,1,Palmyra,"ancient city in Homs Governorate, Syria",Q15661340,http://wikidata.org/entity/Q5747
Q2396671,1,Étienne-Maurice Chompré,French writer (1701–1784),Q5,http://wikidata.org/entity/Q2396671
Q614449,1,Narcy,"commune in Haute-Marne, France",Q484170,http://wikidata.org/entity/Q614449
Q1007545,1,Galatasaray High School,high school in Turkey,Q159334,http://wikidata.org/entity/Q1007545
Q204979,2,Vézelay,"commune in Yonne, France",Q484170,http://wikidata.org/entity/Q204979
Q2473815,1,Dominicus Baudius,Dutch historian and poet,Q5,http://wikidata.org/entity/Q2473815
Q19977066,1,Gottlob Schuberth,German oboist and clarinetist,Q5,http://wikidata.org/entity/Q19977066
Q75540217,1,"William Pierrepont, Earl of Kingston",(born 1692),Q5,http://wikidata.org/entity/Q75540217
Q75249221,1,Evelyn Pierrepont,noblewoman; (1691-1727),Q5,http://wikidata.org/entity/Q75249221
Q75269500,1,Frances Pierrepont,(1690-1761),Q5,http://wikidata.org/entity/Q75269500
Q11900058,6,explorer,person who by means of travel searches out new information,Q12737077,http://wikidata.org/entity/Q11900058
Q5416411,1,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",English nobleman and politician,Q5,http://wikidata.org/entity/Q5416411
Q27912179,1,Mary Feilding,English noblewoman; (1668 - 1697 (1692?),Q5,http://wikidata.org/entity/Q27912179
Q121411533,1,John Broughton,English clergyman and philosopher (1670s-1720),Q5,http://wikidata.org/entity/Q121411533
Q24203658,1,Leopoldo Metastasio,,Q5,http://wikidata.org/entity/Q24203658
Q3527165,1,Aldwincle,"village in North Northamptonshire, Northamptonshire, United Kingdom",Q532,http://wikidata.org/entity/Q3527165
Q75652077,1,Erasmus Dryden,(1602-1654),Q5,http://wikidata.org/entity/Q75652077
Q75652078,1,Mary Pickering,d.1676,Q5,http://wikidata.org/entity/Q75652078
Q617407,2,Eton,"Town in Berkshire, England",Q3957,http://wikidata.org/entity/Q617407
Q18730102,1,Christopher Milton,"Milton, Sir Christopher (1615–1693), judge",Q5,http://wikidata.org/entity/Q18730102
Q96089253,1,Anne Milton,(1604-1640),Q5,http://wikidata.org/entity/Q96089253
Q3809493,1,John Milton,Father of poet John Milton and English composer (1563-1647),Q5,http://wikidata.org/entity/Q3809493
Q96089257,1,Sara Jeffrey,(1566-1637),Q5,http://wikidata.org/entity/Q96089257
Q5344849,1,Edward Phillips,English author (1630-1696),Q5,http://wikidata.org/entity/Q5344849
Q714717,3,Christ's College,college of the University of Cambridge,Q1055028,http://wikidata.org/entity/Q714717
Q4463183,1,Johann Trier,German organist,Q5,http://wikidata.org/entity/Q4463183
Q123438,1,Bogatynia,city of Poland,Q3957,http://wikidata.org/entity/Q123438
Q213906,2,Friedrich Schneider,German composer and conductor,Q5,http://wikidata.org/entity/Q213906
Q214436,1,August Ferdinand Anacker,German Music cantor/conductor,Q5,http://wikidata.org/entity/Q214436
Q747254,1,Ernst Julius Otto,German composer (1804–1877),Q5,http://wikidata.org/entity/Q747254
Q32074,1,Neustadt bei Coburg,"city in Bavaria, Germany",Q448801,http://wikidata.org/entity/Q32074
Q2252262,2,rapper,artist who speaks rhymes in a rhythm over music,Q66715801,http://wikidata.org/entity/Q2252262
Q753110,2,songwriter,person who writes the words or music to songs,Q66715801,http://wikidata.org/entity/Q753110
Q183945,4,record producer,individual who oversees and manages the recording of an artist's music,Q66715801,http://wikidata.org/entity/Q183945
Q1156982,1,Bedford–Stuyvesant,"neighborhood in Brooklyn, New York City, United States",Q61298320,http://wikidata.org/entity/Q1156982
Q65,9,Los Angeles,"seat of Los Angeles County, and largest city in California, United States",Q13218391,http://wikidata.org/entity/Q65
Q55999469,1,Voletta Wallace,mother of the Notorious B.I.G.,Q5,http://wikidata.org/entity/Q55999469
Q5546181,1,George Westinghouse Career and Technical Education High School,"high school in Brooklyn, New York City",Q9826,http://wikidata.org/entity/Q5546181
Q4917627,1,Bishop Loughlin Memorial High School,"high school in Brooklyn, New York City",Q9826,http://wikidata.org/entity/Q4917627
Q75514485,1,"Sir William Ellys, 2nd Bt.",(died 1727),Q5,http://wikidata.org/entity/Q75514485
Q76331709,1,Isabella Hampden,Peerage person ID=694550,Q5,http://wikidata.org/entity/Q76331709
Q132499,1,Höchst,district of Frankfurt am Main,Q79416466,http://wikidata.org/entity/Q132499
Q14274,2,Aarau,"capital of Canton Aargau, Switzerland",Q70208,http://wikidata.org/entity/Q14274
Q808532,1,Barnstaple,"town and civil parish in Devon, England",Q3957,http://wikidata.org/entity/Q808532
Q193196,20,University College London,"public research university in London, England, United Kingdom",Q15407956,http://wikidata.org/entity/Q193196
Q593321,3,University of Genoa,"university in Genoa, Italy",Q3918,http://wikidata.org/entity/Q593321
Q10872101,4,anatomist,scientist with a specialty in anatomy,Q28640,http://wikidata.org/entity/Q10872101
Q202883,1,veterinarian,"professional who treats disease, disorder, and injury in animals",Q66811410,http://wikidata.org/entity/Q202883
Q525439,1,Franqueville-Saint-Pierre,"commune in Seine-Maritime, France",Q484170,http://wikidata.org/entity/Q525439
Q182188,1,Samatan,"commune in Gers, France",Q484170,http://wikidata.org/entity/Q182188
Q2828086,1,Aimé Paris,French music educator and inventor of writing system (1798-1866),Q5,http://wikidata.org/entity/Q2828086
Q151197,1,military engineer,military vocation,Q6857706,http://wikidata.org/entity/Q151197
Q165090,3,Chambéry,"commune in Savoie, France",Q484170,http://wikidata.org/entity/Q165090
Q12193,4,Brest,"port city in the Finistère department, Brittany, France",Q484170,http://wikidata.org/entity/Q12193
Q426025,1,Duchy of Savoy,state in Western Europe that existed from 1416 to 1860,Q26830017,http://wikidata.org/entity/Q426025
Q2958262,1,Charles-Nicolas Cochin the Elder,French line-engraver (1688-1754),Q5,http://wikidata.org/entity/Q2958262
Q3263641,1,Louise-Magdeleine Horthemels,French printmaker (1686–1767),Q5,http://wikidata.org/entity/Q3263641
Q3383919,1,Pierre Beljambe,,Q5,http://wikidata.org/entity/Q3383919
Q61735219,1,Louis Cellot,"Cellot, Louis (1731–1815)",Q5,http://wikidata.org/entity/Q61735219
Q505909,1,Höchstädt an der Donau,town of Germany,Q42744322,http://wikidata.org/entity/Q505909
Q558901,1,Willmars,municipality of Germany,Q116457956,http://wikidata.org/entity/Q558901
Q63197341,1,Anselmo Feijoo Montenegro,Spanish military personnel,Q5,http://wikidata.org/entity/Q63197341
Q12385587,1,Casdemiro,"human settlement in O Pereiro de Aguiar, Ourense Province, Spain",Q20541692,http://wikidata.org/entity/Q12385587
Q2303432,1,University of Oviedo,"public university in Asturias, Spain",Q875538,http://wikidata.org/entity/Q2303432
Q667315,1,Blainville-sur-Mer,"commune in Manche, France",Q484170,http://wikidata.org/entity/Q667315
Q12460,5,Lier,"city in Antwerp province, Belgium",Q493522,http://wikidata.org/entity/Q12460
Q31824079,2,Lier,"town in the municipality of the same name, Belgium",Q3957,http://wikidata.org/entity/Q31824079
Q11727152,1,Chotěborky,village in Trutnov District of Hradec Králové region,Q61089180,http://wikidata.org/entity/Q11727152
Q960222,2,Giovanni Battista Somis,Italian violinist and composer (1686-1763),Q5,http://wikidata.org/entity/Q960222
Q103640,1,Breno,Italian comune,Q747074,http://wikidata.org/entity/Q103640
Q23894249,1,Erasbach,church village in Upper Palatinate,Q253019,http://wikidata.org/entity/Q23894249
Q31519,9,Charles University,oldest and largest university in the Czech Republic,Q875538,http://wikidata.org/entity/Q31519
Q7324338,1,Richard Brind,English musician,Q5,http://wikidata.org/entity/Q7324338
Q16191541,1,Franz Eck,German violinist,Q5,http://wikidata.org/entity/Q16191541
Q27995018,1,Charles Louis Maucourt,,Q5,http://wikidata.org/entity/Q27995018
Q55891242,1,Karl Heinrich Spohr,,Q5,http://wikidata.org/entity/Q55891242
Q135639478,1,,,Q5,http://wikidata.org/entity/Q135639478
Q215083,1,Ferdinand David,German musician (1810–1873),Q5,http://wikidata.org/entity/Q215083
Q327024,1,Fredrik Pacius,German composer resided in Finland (1809-1891),Q5,http://wikidata.org/entity/Q327024
Q571562,1,Bernhard Molique,German violinist and composer (1802-1869),Q5,http://wikidata.org/entity/Q571562
Q896269,1,Hubert Ries,German composer (1802–1886),Q5,http://wikidata.org/entity/Q896269
Q11792067,1,Nikodem Biernacki,Polish violinist and composer (1825-1892),Q5,http://wikidata.org/entity/Q11792067
Q43955814,1,Karl Julius Abt,,Q5,http://wikidata.org/entity/Q43955814
Q16096,1,Vechta,"town in the German state of Lower Saxony, and capital of the district of Vechta",Q2267870,http://wikidata.org/entity/Q16096
Q503640,1,Gunzenhausen,German town in Bavaria,Q42744322,http://wikidata.org/entity/Q503640
Q116182872,1,Andreas Osiander,"Abt 1443/1444 Auhausen, Württemberg - Aft 1524 Nürnberg",Q5,http://wikidata.org/entity/Q116182872
Q116182875,1,Anna Herzog,1458 Nürnberg - 1540 Nürnberg,Q5,http://wikidata.org/entity/Q116182875
Q462039,5,University of Ingolstadt,"former university in Ingolstadt, Bavaria (1472–1800)",Q3918,http://wikidata.org/entity/Q462039
Q12792,1,Vaucluse,"department in Provence-Alpes-Côte d'Azur, France",Q6465,http://wikidata.org/entity/Q12792
Q1364637,1,Giacobbe Cervetto,Italian composer active in England,Q5,http://wikidata.org/entity/Q1364637
Q18671675,1,Joanna Maria Lindehleim,British soprano (d. 1724),Q5,http://wikidata.org/entity/Q18671675
Q1473756,1,Royal Academy of Music,company founded to support the performance of operas by Händel in London,Q783794,http://wikidata.org/entity/Q1473756
Q18593211,1,John Festing,"music teacher, elder brother of Michael Christian Festing",Q5,http://wikidata.org/entity/Q18593211
Q110427056,1,John Festing,Abt 1672/1673 -,Q5,http://wikidata.org/entity/Q110427056
Q110427057,1,Elizabeth Casey,Abt 1680/1681 -,Q5,http://wikidata.org/entity/Q110427057
Q1313794,1,Grimani,Venetian patrician family,Q13417114,http://wikidata.org/entity/Q1313794
Q22640,2,Thionville,"commune in Moselle, France",Q484170,http://wikidata.org/entity/Q22640
Q1058168,1,Roissy-en-Brie,"commune in Seine-et-Marne, France",Q484170,http://wikidata.org/entity/Q1058168
Q1339827,3,Gaetano Greco,Italian composer,Q5,http://wikidata.org/entity/Q1339827
Q54522,1,Strongoli,"comune and town in the province of Crotone, in Calabria, Italy",Q747074,http://wikidata.org/entity/Q54522
Q605643,1,Antonio Veracini,Italian composer,Q5,http://wikidata.org/entity/Q605643
Q8645,1,Lanciano,Italian comune,Q747074,http://wikidata.org/entity/Q8645
Q20808141,2,University of Strasbourg,German or French university (1538-1970),Q3918,http://wikidata.org/entity/Q20808141
Q24982149,1,Claude Godard d'Aucour,French writer (1716-1795),Q5,http://wikidata.org/entity/Q24982149
Q2854028,1,Antoine Groignard,French architect (1727–1799),Q5,http://wikidata.org/entity/Q2854028
Q682607,1,Rainbach im Mühlkreis,"municipality in Freistadt District, Upper Austria, Austria",Q562061,http://wikidata.org/entity/Q682607
